OID_,FID_ch3archydrowatersheds2021061_nad83zn8,HydroID,Name,WatershedArea,LakeAddCheck,FID_Norris1985_bedrock_geology_SZdig_SScont,FmAbbr,Fm,Epoch,Epoch2,Lithology1,Lithology2,Lithology3,Lithology4,Notes,Shape_Length,Shape_Area,polygonareakm2
1919,38,,HAUPTS2160617,,Y,72,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,387.526310738084419,4847.756253744239984,0.004847756253744
1920,39,,HAUPTS22160726,,Y,72,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,387.526310738084419,4847.756253744239984,0.004847756253744
1921,41,,HADNTS3160726,,Y,72,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,387.526310738084419,4847.756253744239984,0.004847756253744
1922,42,,S2UPTS4160617,,Y,72,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,387.526310738084419,4847.756253744239984,0.004847756253744
1923,44,,S2DNTS5160617,,Y,72,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,387.526310738084419,4847.756253744239984,0.004847756253744
1924,45,,S3UPTS6160730,,Y,72,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,387.526310738084419,4847.756253744239984,0.004847756253744
1925,47,,S3DNTS7160730,,Y,72,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,387.526310738084419,4847.756253744239984,0.004847756253744
1926,18,,SEUP160617,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1927,19,,SEUP150706,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1928,20,,SEDN160725,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1929,21,,SEDN150706,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1930,22,,SEDN160617,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1931,23,,SEDNTS100150706,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1932,24,,SEDNTS100150821,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1933,25,,SEDNTS200150706,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1934,26,,SEDNTS200150821,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1935,27,,SEDNTSA160725,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1936,29,,SEDNTSC160725,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1937,30,,SEDNTS400150706,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1938,31,,SEDNTS400150821,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1939,32,,SEDNTS600150706,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1940,33,,SEDNTS600150821,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1941,34,,SEDNTS800150706,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1942,35,,SEDNTS800150821,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1943,36,,SEDNTS1000150706,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1944,37,,SEDNTS1000150821,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1945,38,,HAUPTS2160617,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1946,39,,HAUPTS22160726,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1947,41,,HADNTS3160726,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1948,42,,S2UPTS4160617,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1949,44,,S2DNTS5160617,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1950,45,,S3UPTS6160730,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1951,47,,S3DNTS7160730,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,5891.716334272604399,1023235.285681790672243,1.023235285681791
1952,18,,SEUP160617,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1953,19,,SEUP150706,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1954,20,,SEDN160725,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1955,21,,SEDN150706,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1956,22,,SEDN160617,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1957,23,,SEDNTS100150706,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1958,24,,SEDNTS100150821,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1959,25,,SEDNTS200150706,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1960,26,,SEDNTS200150821,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1961,27,,SEDNTSA160725,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1962,29,,SEDNTSC160725,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1963,30,,SEDNTS400150706,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1964,31,,SEDNTS400150821,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1965,32,,SEDNTS600150706,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1966,33,,SEDNTS600150821,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1967,34,,SEDNTS800150706,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1968,35,,SEDNTS800150821,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1969,36,,SEDNTS1000150706,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1970,37,,SEDNTS1000150821,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1971,38,,HAUPTS2160617,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1972,39,,HAUPTS22160726,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1973,41,,HADNTS3160726,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1974,42,,S2UPTS4160617,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1975,44,,S2DNTS5160617,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1976,45,,S3UPTS6160730,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1977,47,,S3DNTS7160730,,Y,81,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,4353.668336016839021,782454.228336684871465,0.782454228336685
1978,18,,SEUP160617,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1979,19,,SEUP150706,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1980,20,,SEDN160725,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1981,21,,SEDN150706,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1982,22,,SEDN160617,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1983,23,,SEDNTS100150706,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1984,24,,SEDNTS100150821,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1985,25,,SEDNTS200150706,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1986,26,,SEDNTS200150821,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1987,27,,SEDNTSA160725,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1988,29,,SEDNTSC160725,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1989,30,,SEDNTS400150706,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1990,31,,SEDNTS400150821,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1991,32,,SEDNTS600150706,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1992,33,,SEDNTS600150821,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1993,34,,SEDNTS800150706,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1994,35,,SEDNTS800150821,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1995,36,,SEDNTS1000150706,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1996,37,,SEDNTS1000150821,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1997,38,,HAUPTS2160617,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1998,39,,HAUPTS22160726,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
1999,41,,HADNTS3160726,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
2000,42,,S2UPTS4160617,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
2001,44,,S2DNTS5160617,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
2002,45,,S3UPTS6160730,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
2003,47,,S3DNTS7160730,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,7716.106263336908341,2340995.179884358774871,2.340995179884358
2004,18,,SEUP160617,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2005,19,,SEUP150706,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2006,20,,SEDN160725,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2007,21,,SEDN150706,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2008,22,,SEDN160617,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2009,23,,SEDNTS100150706,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2010,24,,SEDNTS100150821,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2011,25,,SEDNTS200150706,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2012,26,,SEDNTS200150821,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2013,27,,SEDNTSA160725,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2014,29,,SEDNTSC160725,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2015,30,,SEDNTS400150706,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2016,31,,SEDNTS400150821,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2017,32,,SEDNTS600150706,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2018,33,,SEDNTS600150821,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2019,34,,SEDNTS800150706,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2020,35,,SEDNTS800150821,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2021,36,,SEDNTS1000150706,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2022,37,,SEDNTS1000150821,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2023,38,,HAUPTS2160617,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2024,39,,HAUPTS22160726,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
2025,41,,HADNTS3160726,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2998.516035086969623,160412.964153597742552,0.160412964153598
